gameId|name|releaseDate|userRating|criticRating|description|imageLink|lastUpdate
365|E'Castlevania: Lords of Shadow'|E'2010-10-05'|8.1|85|E'Castlevania: Lords of Shadow takes place at the end of days. The Earth''s alliance with the Heavens has been threatened by a dark and malevolent force - the mysterious Lords of Shadow - darkness reins the world.  Across this shattered land, the souls of the dead wander unable to find peace, whilst creatures of evil roam free wreaking chaos and death upon the living.  Gabriel is a member of the Brotherhood of Light, an elite group of holy knights who protect and defend the innocent against the supernatural. His beloved wife was brutally murdered by the evil forces of darkness and her soul trapped for eternity. Neither living nor dead she realizes the horrific truth of what is at stake and guides Gabriel to his destiny - and hopefully salvation for the world... but at what cost? Thus, Gabriel must travel the destroyed world, defeating the evil tyrants in order to use their powers to bring balance back to the world. Armed with the versatile Combat Cross - the world''s last hope must encounter the three factions of the Lords of Shadow and end their unholy rule. Mercury Steam has created a rich, open game world that traverses snowy mountain ranges, Gothic castles, and undead-strewn wastelands in a devastated Southern Europe during the Middle Ages. [Konami]'|E'https://static.metacritic.com/images/products/games/4/14f23154b14fc5dfcdd28c456d916045-98.jpg'|E'2020-11-29 22:10:41'
366|E'Far Cry 2'|E'2008-10-21'|6.6|85|E'Caught between two rival factions in war-torn Africa, you are sent to take out "The Jackal," a mysterious character who has rekindled the conflict between the warlords, jeopardizing thousands of lives. In order to fulfil your mission you will have to play the factions against each other, identify and exploit your their weaknesses, and neutralize their superior numbers and firepower with surprise, subversion, cunning and, of course, brute force. Real-time story telling, systemic auto-healing, minimal in-game interface are just few of the features that make you feel the tension of being alone against barbarous warlords that threaten thousands of innocent lives. Choose from a wide range of weapons to make your way to your primary target. Meet the fight head-on with your machine-gun, go berserk with your machete or make stealth kills as a Sniper. If you feel that the atmosphere is not warm enough, light up your flamethrower and let your enemies and everything around them feel the heat. [Ubisoft]'|E'https://static.metacritic.com/images/products/games/1/10ccf5f50b968bf2ab5915a4b3ec76c9-98.jpg'|E'2020-11-29 22:10:41'
367|E'Virtua Fighter 5'|E'2007-02-20'|7.3|85|E'Virtua Fighter 5 features an all-star cast of 17 fighters, including characters from the previous iterations along with two new characters named El Blaze and Eileen. El Blaze is a Mexican fighting champion who defeats opponents with his quick Lucha Libre fighting style. Eileen, originally from China, uses a Monkey Kung-Fu fighting style that she learned from her grandfather, a former Kung-Fu master. Players are able to customize their characters by selecting from four uniquely patterned costumes and a wide range of attachable items that can be placed onto each fighters various body parts. Virtua Fighter 5 delivers fast-paced, adrenaline-pumping action as players head into battle, taking on a host of popular characters. Players not only achieve victory by defeating highly-skilled opponents, but also by competing for prizes which earn them in-game money allowing them to buy many items at in-game shop. These items allow players to customize their ultimate warrior and become the top Virtua Fighter. In addition, the game introduces "Offensive Move", a new maneuver that allows players to easily approach opponents from the side, adding a more strategic element to the battle. The game supports 720p HD resolution. [Sega]'|E'https://static.metacritic.com/images/products/games/0/fba561c330c6911172be9cbb3c043c9b-98.jpg'|E'2020-11-29 22:10:41'
368|E'Sam & Max: The Devil''s Playhouse - Episode 2: The Tomb of Sammun-Mak'|E'2010-05-18'|7.8|85|E'In this episode, our heroes cross paths with an even more bizarre and dangerous pair of characters -- their own great-grandparents! These characters set out on their trippiest trip yet in The Tomb of Sammun-Mak, leapfrogging across ten decades and possibly as many continents (we haven''t counted) in search of the mysterious force that''s causing all the trouble.'|E'https://static.metacritic.com/images/products/games/3/c992de034a470a4c5b11703e566b9162-98.jpg'|E'2020-11-29 22:10:41'
369|E'South Park: The Stick of Truth'|E'2014-03-04'|8.4|85|E'South Park: The Game is an epic role-playing adventure that will allow the user to befriend Stan, Kyle, Cartman and Kenny and explore the quiet little mountain town like never before.'|E'https://static.metacritic.com/images/products/games/9/a20319cbf4a28e39d3fe25fed96d87b7-98.jpg'|E'2020-11-29 22:10:41'
370|E'Brothers: A Tale of Two Sons'|E'2013-09-03'|8.6|85|E'This game or should I say "interactive experience" is absolutely outstanding. This is exactly what the game industry needs, a breath of fresh air and creativeness.'|E'https://static.metacritic.com/images/products/games/9/53eb66c214309d4186dda87ef93db926-98.jpg'|E'2020-11-29 22:10:41'
371|E'Mass Effect'|E'2012-12-04'|8.2|85|E'"Mass Effect" will deliver an immersive, story-driven gameplay experience presented in a cinematic style with high production values, extraordinary levels of visual fidelity, incredible exploration and realistic digital actors. Players assume the role of an elite human Spectre agent, Commander Shepard, entrusted with keeping law and order in the galaxy. As they discover and explore the uncharted edges of the galaxy, they come closer to an overwhelming truth learning that the placid and serene universe they know is about to come to a violent end and that they are the only being who can stop it.'|E'https://static.metacritic.com/images/products/games/0/e29611593440067bf1a2ec23c5e95f9b-98.jpg'|E'2020-11-29 22:10:41'
372|E'Marvel vs. Capcom 2'|E'2009-08-13'|7.7|85|E'[Playstation Network]  MARVEL VS. CAPCOM 2 brings legendary characters from throughout Marvel and Capcom history to duke it out in an insane tag-team fighting experience. From Ryu to Wolverine, pit your favorite heroes in dream match-ups thanks to an unprecedented 56-character roster. With all new online play, take the fight across the globe and decide who really has the best "dream team." Widescreen support, enhanced HD graphics, and a robust leaderboard makes one of the best fighting games even better! Unique fighting: Try 3-on-3 tag-team matches, and the new online matching mode, including the "Quarter Match" mode from Super Street Fighter II Turbo HD Remix. Accessibility: Four button controls introduce new players to the joy of fighting games. New visuals: The new optional visual filter smoothes out the game''s graphics. [Capcom]'|E'https://static.metacritic.com/images/products/games/6/bd080d78b8e0a4e22d18de3fd745ee68-98.jpg'|E'2020-11-29 22:10:41'
373|E'Borderlands: The Secret Armory of General Knoxx'|E'2010-02-25'|7.4|85|E'(Downloadable Content)  Borderlands goes to ELEVEN! You may have seen some games raise their level cap by 5, or maybe even 10, but with The Crimson Lance Assassination Squads wreaking havoc and Crawmerax the Invincible being all invulnerable and stuff we knew you''d need more than just 10. And that''s why Borderlands goes to ELEVEN! The Secret Armory of General Knoxx is an add-on pack for Borderlands that adds new guns, new Class Mods, new vehicles, new missions, new enemy types, and increases the level cap to 61. [Xbox.com]'|E'https://static.metacritic.com/images/products/games/7/c219d4522c5c662d96618d826d5ddbe2-98.jpg'|E'2020-11-29 22:10:41'
374|E'Prince of Persia'|E'2008-12-02'|7.4|85|E'Set in a land rooted in ancient Persian mythology, the Prince finds himself caught in an epic battle between the primal forces of light and darkness: the God of Light, Ormazd versus his brother Ahriman, the destructive God of Darkness. The Prince arrives just in time to witness the destruction of the legendary Tree of Life - an act which threatens to plunge the entire world into eternal darkness. Manifested in the form of the Corruption, a dark substance that physically contaminates the land and the skies, the Prince must partner with Elika, a deadly companion, to heal the world from the evil Corruption. [Ubisoft]'|E'https://static.metacritic.com/images/products/games/5/ccd94cf22e2838f5ae1ccdd8bb207e21-98.jpg'|E'2020-11-29 22:10:41'
375|E'Sid Meier''s Civilization Revolution'|E'2008-07-08'|8.0|85|E'Civilization Revolution offers players a chance to experience the epic empire-building world of Civilization in an all new accessible, visually immersive, and action-packed world specifically designed for the console and handheld gamer. Delivering Civilization''s renowned epic single-player campaigns featuring vast re-playability and unmatched addictive gameplay as well as revolutionary features like real-time interaction with leaders and advisors, extensive multiplayer capabilities and integrated video and voice chat, it transports the Civilization series to a level of gameplay that fans have never seen before. Some of the key features that resonate with fans of strategy games and the Civilization franchise include 16 civilizations to master and lead to victory, an array of famous historical leaders to play as or compete against, and accessible maps and streamlined time scale for quicker games, intense combat, and constant action. In online multiplayer mode, players compete for world conquest and glory among their peers as they battle in teams, head-to-head or epic free-for-all matches. In addition, auto-matching, ranked games, leaderboards, achievements, downloadable extra content and integrated video and voice chat make the online play more versatile and fun than any previous version of Civilization and will allow players to see where they stand against the competition. Finally, the position of ruler of the world can be settled online. [2K Games]'|E'https://static.metacritic.com/images/products/games/4/b2f455449a43add0dcfae60b8670e3dd-98.jpg'|E'2020-11-29 22:10:41'
376|E'DmC: Devil May Cry'|E'2013-01-15'|5.6|85|E'In a society infused with demons, only The Order can, in Platonic style, see the world as it truly is. Join Dante in this stylish action experience; chain together multiple combos with flair and send the demonic spawn back to hell  reveal the truth behind the lies. Delve into Dantes dark past confronting some the most familiar faces in the DmC universe. Harness unimaginable powers combined with Dantes notorious arsenal of weapons: sword, scythe, axe, pistols and more.'|E'https://static.metacritic.com/images/products/games/1/78ff1f4ba35e434b06b182d6e790cab2-98.jpg'|E'2020-11-29 22:10:41'
377|E'Trine 2'|E'2011-12-20'|7.2|85|E'A bedtime story game that makes you relax. After an annoying day at work this is the game you want to be playing, its simple fairytale-like story and tear-bursting visuals makes this game an absolute must for all ages.'|E'https://static.metacritic.com/images/products/games/4/85f0d1b74ffe98cda7e65e522e57e839-98.jpg'|E'2020-11-29 22:10:41'
378|E'Skate'|E'2007-09-24'|8.1|85|E'SKATE delivers the feel of skating through innovative controls, authentic cameras and a fully reactive skateboarding city. The game features professional skaters such as Danny Way and PJ Ladd, as well as a reactive city and relevant in-game cameras. SKATE''s unique control scheme captures the true feel of skating versus the typical button mashing gameplay of past skating games. Featuring physics-driven animations, gamers will have a unique gaming experience every time they pick up the controller since no two tricks will ever be the same. [Electronic Arts]'|E'https://static.metacritic.com/images/products/games/5/a0daffbab57d592d384d13d32e5973ab-98.jpg'|E'2020-11-29 22:10:41'
379|E'inFamous'|E'2009-05-26'|8.3|85|E'A massive explosion rips through six square blocks of Empire City, leveling everything and everyone in its path. At the center of the blast crater a lone man stands up miraculously unharmed... gifted with incredible powers. From the creators of the award-winning Sly Cooper series, Sucker Punch brings you inFAMOUS, the first open-world action/adventure title by SCEA for the PS3. Players experience what happens when a real person suddenly starts developing super powers. Exact revenge? Protect the innocent? Maybe a little of both? These are the situations you''ll face as you play inside of a richly interactive and organic living city. A place where your actions create broader reactions in the citizens and landscape around you. inFAMOUS lets you unravel an evolving mystery, experience fame and/or infamy and battle powerful, iconic villains... all the while giving you the feeling of becoming a modern day superhero. [Sony]'|E'https://static.metacritic.com/images/products/games/6/e3143cb870660e20ba504a976872f5f5-98.jpg'|E'2020-11-29 22:10:41'
380|E'Battlefield: Bad Company'|E'2008-06-23'|8.1|84|E'Built from the ground-up for next-generation consoles using Digital Illusions'' Frostbite game engine, Battlefield: Bad Company drops gamers behind enemy lines with a squad of renegade soldiers who risk it all on a personal quest for gold and revenge. Featuring a deep, cinematic single-player experience loaded with adventure and dark humor, the game delivers the series'' trademark sandbox gameplay in a universe where nearly everything is destructible. Battlefield: Bad Company also features a full suite of the franchise''s trademark multiplayer options with deep gameplay modes designed to take full advantage of the game''s massively destructible environments.  [Electronic Arts]'|E'https://static.metacritic.com/images/products/games/8/5d9ef1c9a8fc47d9f2cf632547cf1bba-98.jpg'|E'2020-11-29 22:10:41'
381|E'ZEN Pinball 2: Star Wars Pinball'|E'2013-02-26'|7.6|85|E'A long time ago, in a galaxy far, far away.... Star Wars Pinball lets you relive the greatest moments of the Star Wars universe on a set of brand new pinball tables!'|E'https://static.metacritic.com/images/products/games/4/171a0dbbd802df3620047ca77c675eef-98.jpg'|E'2020-11-29 22:10:41'
382|E'Tom Clancy''s Ghost Recon Advanced Warfighter 2'|E'2007-08-23'|7.6|84|E'Tom Clancy''s Ghost Recon Advanced Warfighter 2 builds off of the events in the first game and places gamers in control of the U.S. military''s elite fighting unit, the Ghosts. In the year 2014, the rising conflict between Mexican loyalists and insurgent rebel forces has thrown Mexico into full-scale civil war. Under the command of Captain Scott Mitchell, the Ghosts are called upon to face an imminent threat to the United States. The fate of two countries now lies in the hands of the Ghosts as they fend off an attack on U.S. soil. Equipped with the most cutting-edge weaponry and technology, the Ghosts must battle on both sides of the border to neutralize the escalating rebel threat. The Ghosts will battle enemies in mountain terrains, barren deserts and even on their home turf in El Paso, Texas. Each environment presents its own benefits and challenges and will call for fresh tactical approaches. Vastly Improved Artificial Intelligence (AI): Watch your back as rebels send their own team members to flank your position or gain vantage points by utilizing vertical gameplay to pick you off from the rooftops above. Improved squad-mate AI will now feed you more of the information you need with descriptive commands. The revolutionary new Cross-Com 2.0 will give the player more information than ever before. You will be able to see what your friendly forces see in the top left display and the click of a button will expand that to full-screen view for a clearer and more precise picture. Command lethal air strikes with jet fighters, gain mobile cover for otherwise impassable situations and replenish armaments on the battlefield using an unmanned artillery MULE. Players can now heal their team on the battlefield, including squad leader Scott Mitchell, with an all-new Medic class of soldier. [Ubisoft]'|E'https://static.metacritic.com/images/products/games/5/985721fc49c344c86651fa3380f93029-98.jpg'|E'2020-11-29 22:10:41'
383|E'Persona 4 Arena Ultimax'|E'2014-09-30'|5.2|84|E'In P4AU, the characters from Persona 4 and Persona 3 once again find themselves teaming up to face off in the P-1 Climax, a series of battles which must be won before the world ends. The original cast of characters from Persona 3 and 4 are back to discover the mastermind behind the whole tournament, while a few new faces join the fight, including Junpei Iori, Yukari Takeba, Rise Kujikawa, and more. But standing in their way is the dual katana-wielding Sho Minazuki, a huge threat to everyone involved in the P-1 Climax. Worse yet, there''s a Sho lookalike who can wield a Persona...'|E'https://static.metacritic.com/images/products/games/1/d8b14c6c6aa6e22b1e7e4387d52b2dff-98.jpg'|E'2020-11-29 22:10:41'
384|E'Street Fighter X Tekken'|E'2012-03-06'|5.5|84|E'Welcome to Street Fighter X Tekken, where Street Fighter and Tekken series'' stalwarts Ryu, Chun-Li, Kazuya Mishima and Nina Williams headline a memorable cast of your favorite fighters in a tag battle dream match for the ages. Street Fighter X Tekken (SFXT) is a 2 vs. 2 tag team-based fighting game where players can freely tag in and out between partners. The game promises to marry the styles of both a 2D and 3D fighting game for a fresh take on the genre. Fans from each series will also be able to play with either Street Fighter''s traditional 6 button layout or Tekken''s 4 button layout. Players who are new to either series will be able to join in on the fun with an easy-to-understand battle system that promises excitement and countless hours of fun. [Capcom]'|E'https://static.metacritic.com/images/products/games/7/45e3f1fc9d447ce4940b36742444ba44-98.jpg'|E'2020-11-29 22:10:41'
385|E'Guitar Hero World Tour'|E'2008-10-26'|7.4|84|E'Guitar Hero World Tour marries Guitar Hero''s guitar gameplay, with a cooperative band experience that combines the most advanced wireless instruments with revolutionary new online and offline gameplay modes. The game features a slick newly redesigned guitar, a genuine electronic drum kit and a microphone, as well as an innovative Music Studio music creator that lets players compose, record, edit and share their own rock and roll anthems, along with online Band Career and 8-player "Battle of the Bands." Guitar Hero World Tour is comprised entirely of master recordings from some of the greatest classic and modern rock bands of all-time including Ozzy Osbourne, Van Halen, Linkin Park, The Eagles, Sublime and many more. Additionally, the game offers significantly more localized downloadable music than ever before on all of the next-generation consoles. Budding rock stars are also given creative license to fully customize everything from their characters appearance and instruments to their bands logo and album covers. Featuring three drum pads, two raised cymbals and a bass kick pedal, the drum controller combines larger and quieter, velocity-sensitive drum heads with soft rubber construction to deliver authentic bounce back and is easy to set up, move, break down and store. Virtual musicians can live out their rock and roll fantasies by playing either a single instrument, or any combination of instruments, in addition to the full band experience. Guitar Hero World Tour introduces Battle of the Bands mode which allows eight players to join online and challenge each other band-to-band to determine who is the best of the best. In the Band modes, up to four players can jam together, online or off, as they progress through the game, and in single-player Career Mode, players can jam on any of the instruments in branching venue progression enabling them to rock out in the order of their choice. The game''s Music Studio lets players express their musical creativity by giving them access to a full compliment of tools to create digital music from scratch, utilizing all of the instruments, and then play their compositions in the game.  Music creators can share their recordings with their friends online through GHTunes where other gamers can download their unique compositions and play them. [Activision]'|E'https://static.metacritic.com/images/products/games/4/6131b141755bd8f396459d3f0f4335c7-98.jpg'|E'2020-11-29 22:10:41'
386|E'Might & Magic: Clash of Heroes'|E'2011-04-12'|8.2|84|E'Anyone who''s played the DS version of this game knows how addicting the gameplay is. Now add that addicting (and improved) gameplay to even more gorgeous HD graphics and you have an instant winner. I paid $11 for this game... Which is almost as much I spent on a protein shake and snack at the gas station. This game will last you much much longer. Buy it.'|E'https://static.metacritic.com/images/products/games/6/602e2c3bc522c54d5d3b81d8039e1337-98.jpg'|E'2020-11-29 22:10:41'
387|E'F1 2010'|E'2010-09-22'|8.1|84|E'In F1 2010 gamers will take on the full, expanded grid in a variety of game modes including Grand Prix, Championship, Time Trial and an extensive, innovative Career mode. F1 2010 will also feature a highly advanced damage model, fully dynamic weather system and extensive competitive multiplayer options.'|E'https://static.metacritic.com/images/products/games/9/cc14a8b451ab5ef5dbfc38eb8082e0a6-98.jpg'|E'2020-11-29 22:10:41'
388|E'MotorStorm'|E'2007-03-06'|7.4|84|E'Welcome to MotorStorm, the world''s most brutal off-road racing event where the goal is to win at all costs. Choose from seven vehicle types, from high-flying dirt bikes to powerful big rigs, and destroy anything that gets in your way in a no-holds barred sprint to the finish. Try and survive. Real-Time Deforming Terrain: The terrain literally gets torn up with each passing vehicle, causing each lap to be different. Advanced particle effects cause debris and muck to "stick" to each vehicle. Vehicular Combat and Damage: Destroy anything that gets in your way. Smash your opponents and view spectacular Hollywood-style crash sequences. [SCEE] Editor''s Note:  This JPN Import Version title lacks multiplayer, which has had an effect on just about every import review.'|E'https://static.metacritic.com/images/products/games/4/1ed26b6e0a72c65c6113e370bb2f3398-98.jpg'|E'2020-11-29 22:10:41'
389|E'Fight Night Champion'|E'2011-03-01'|7.3|84|E'I have owned Fight Night Round 3, Round 4, and now Champion. In my opinion, I think Champion is the best fight night in the series as of yet. The Spectrum control is very nice. It allows you to be able to throw combos very quickly but yet, you have to fight smart because you don''t want to drain your stamina. The way they changed the blocking is very nice. You don''t have to push up or down to block head or body on your own, which is nice because people used to spam your body or head and this would be very stressful. Another words, this is more noob friendly, which isn''t necessarily a bad thing. Punches can still get through even though your trying to block all day. The online is silking smooth, never disconnected in my 40 online fights. Great buy, go for it!'|E'https://static.metacritic.com/images/products/games/4/dd03fa527473a0ac0a0f7986a5e372cd-98.jpg'|E'2020-11-29 22:10:41'
390|E'Resident Evil 5'|E'2009-03-13'|7.5|84|E'The biohazard threat has not ended: Just when it seemed that the menace of Resident Evil had been destroyed, along comes a new terror to send shivers down players'' spines. Chris Redfield, returning Resident Evil hero, has followed the path of the evil literally around the globe. After joining a new organization, Chris heads to Africa where the latest bioterrorism threat is literally transforming the people and animals of the city into mindless, maddened creatures. He is joined by a new partner, Sheva Alomar, who lends her strength, intelligence and sharp-shooting skills to the mission. In order to survive, Chris and Sheva must work together to take on the challenges of discovering the truth behind this evil plot. Utilizing a revolutionary new 2-player co-op mode of gameplay, players assume control of either Chris or Sheva and experience Resident Evil in new ways. In Resident Evil 5, Capcom has players fearing the daylight as much as they have feared shadow in previous games. [Capcom]'|E'https://static.metacritic.com/images/products/games/8/b12cfa49e878628368dbb29cb77a3d76-98.jpg'|E'2020-11-29 22:10:41'
391|E'God of War: Origins Collection'|E'2011-09-13'|8.6|84|E'Two great games bumped up to HD doesn''t get any better.  Don''t expect GOW3 graphics because remember these are psp games that said its all worth while and a great play for fans or anyone looking to just rip some heads off with a great soundtrack and voice acting.  A must own even if you played em on the psp as I did.'|E'https://static.metacritic.com/images/products/games/6/1be5a7d8c0ef6a7412d67e589336ca87-98.jpg'|E'2020-11-29 22:10:41'
392|E'Guacamelee!'|E'2013-04-09'|7.7|84|E'Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world.'|E'https://static.metacritic.com/images/products/games/5/72e3b643b1e6aac21bc9fd30fac6a8b2-98.jpg'|E'2020-11-29 22:10:41'
393|E'NBA 2K14'|E'2013-10-01'|5.0|84|E'Face off against opposing crews online using your MyPLAYER. Create your logo and face off in 5v5 battles with other crews featuring leaderboards and stats. Play with 14 of the top European teams, featuring authentic uniforms and players. Player attributes and tendencies automatically update daily to reflect true life hot and cold streaks. Now, each game played in the NBA can have an effect on your game.'|E'https://static.metacritic.com/images/products/games/3/c8c693c3cc5696e143a50d52c927a5bd-98.jpg'|E'2020-11-29 22:10:41'
394|E'Marvel vs. Capcom 3: Fate of Two Worlds'|E'2011-02-15'|7.3|84|E'After a decade of waiting, iconic Marvel and Capcom characters join forces again in a re-envisioned team fighting game for a new generation. Fill the shoes of legendary characters from the most beloved franchises in entertainment as you battle in a living comic book brought to life in a VS. fighting game for the first time by Capcoms MT Framework.'|E'https://static.metacritic.com/images/products/games/4/a8419303e42736bed8662f46bd5f0d85-98.jpg'|E'2020-11-29 22:10:41'
395|E'Need for Speed: Most Wanted - A Criterion Game'|E'2012-10-30'|5.9|84|E'With a relentless police force gunning to apprehend you, youll need to make split-second decisions. Use the open world to your advantage to find hiding nooks, hit jumps and earn new vehicles to keep you ahead of the game. Your cohorts are at the heart of your experience. In an open world with no menus or lobbies, youll be able to instantly challenge your friends and prove your driving skill in a variety of multiplayer events. Your rivals will do everything they can to stop you from getting to the top.'|E'https://static.metacritic.com/images/products/games/9/69837637351a10b2800b06ad2b8d8345-98.jpg'|E'2020-11-29 22:10:41'
396|E'Resident Evil 4 HD'|E'2011-09-20'|8.5|84|E'Resident Evil 4 marks a new chapter in the Resident Evil series. You''ll rejoin Leon S. Kennedy six years after his first mission as a rookie cop from Resident Evil 2. Now a US agent, Leon is on a top secret mission to investigate the disappearance of the president''s daughter. As Leon, you must make your way to a mysterious location in Europe, where new enemies await. Take them down by using enhanced aim-and-shoot features and a new action button.'|E'https://static.metacritic.com/images/products/games/8/b341a62b8e6ea8fd2cbd8774b3209fb0-98.jpg'|E'2020-11-29 22:10:41'
397|E'Killzone 3'|E'2011-02-22'|8.0|84|E'You cannot argue with the storyline and graphics,Incredible.I liek how it starts right after the aftermath of the second game.In effort all the Killzone games are epic and good.I give it a 10 for one of the best sequels of 2011.'|E'https://static.metacritic.com/images/products/games/6/14cbf1d8f573c12088db9d463483ad15-98.jpg'|E'2020-11-29 22:10:41'
398|E'Battlefield 1943'|E'2009-07-09'|7.8|84|E'[Playstation Network]  Using the Frostbite engine, Battlefield 1943 takes players back to WWII. The game offers hours of 24 player multiplayer action over three classic and tropic locations; Wake Island, Guadalcanal and Iwo Jima. Delivering the award-winning through-the-gun and vehicle warfare online experience DICE is best recognized for, Battlefield 1943 has players battling in ruthless aerial dog fights and intense trench combat. [Electronic Arts]'|E'https://static.metacritic.com/images/products/games/3/82b887e842da6e8ff05836af3cf1ebb0-98.jpg'|E'2020-11-29 22:10:41'
399|E'Mortal Kombat'|E'2011-04-19'|8.5|84|E'One of the greatest Mortal Kombat games in the series.  This really does take you back to the original games with its 2D gameplay and gory fatalities.  If you are a veteran of the series, this is a must have.  The levels are greatly detailed, and the character models are pretty cool.  Each character has several fatalities, and casual gameplay is rewarded by a point system generated by combos, wins, and fatalities.  The game runs smooth, the online is fun, and the fatalities are gruesome.  Pick this game up now.'|E'https://static.metacritic.com/images/products/games/4/f172dc89d362db3704fa8d8e3f5b1207-98.jpg'|E'2020-11-29 22:10:41'
400|E'Devil May Cry 4'|E'2008-02-05'|8.5|84|E'Fear resonates in the underworld as a new protagonist crosses paths with a familiar hero who seemingly inexplicably slaughters countless people. Long ago the Dark Knight Sparda awoke to justice and rebelled against the dark emperor, to wage a one-man war to save humanity. Thousands of years later, a religious organization worships this renowned savior and has taken it upon themselves to rid the world of all demons. Residing in Fortuna, a castle city on the coast, this "Order of the Sword" has an elite group of "Holy Knights" dedicated to carrying out this very creed. Rising among the ranks, a young cynical warrior named Nero witnesses Sparda''s legendary son Dante slaughter countless "knights". Has the renowned devil hunter turned his back on mankind? What does this encounter mean for these two individuals and why has destiny brought them together? In Devil May Cry 4, players control the formidable Nero who comes to grips with his newly found power as his beliefs and allegiance are tested. Continuing the legacy of fast paced action synonymous with the series, Devil May Cry 4 pushes the envelope of excellence even further with the inclusion of a new combat system that incorporates Nero''s "Devil Bringer". This new feature has players delivering overwhelming damage to enemies with non-stop combos, while gaining new power for Nero''s right arm. [Capcom]'|E'https://static.metacritic.com/images/products/games/0/f99971e8214ba7ba985b6c2d8ce59f6d-98.jpg'|E'2020-11-29 22:10:41'
401|E'Skate 3'|E'2010-05-11'|8.0|80|E'SKATE 3  features an all-new co-op mode where teammates can complete challenges together while advancing each others careers. From rewarding epic bails and fails with a beefed up Hall of Meat mode to honing your craft with the all-new skate.School, players of all skill levels have multiple ways to kill it in the game. The franchise also continues to raise the bar for user created content with the skate.Create feature suite, an innovative toolset that empowers gamers to truly express their skate style by creating their own graphics, videos, and skate parks. [Electronic Arts]'|E'https://static.metacritic.com/images/products/games/4/252ee6484639e8e3b275f075e63ff21c-98.jpg'|E'2020-11-29 22:10:41'
402|E'Enslaved: Odyssey to the West'|E'2010-10-05'|7.6|80|E'More than 150 years in the future, the world has transformed into an unrecognizable state where all that remains are a dwindling human population and merciless robots left over from wars long past. In Enslaved, players take on the role of Monkey, a strong and brutish loner, and his AI partner Trip, a technologically savvy but sheltered young woman from a peaceful community. Both become captured by a mysterious slave ship, which are rumored to harvest people and take them out west never to return. As they each attempt to escape, Trip realizes quickly that Monkey, with his raw strength and power, is the only hope she has of making the perilous journey back home. She hacks into a slave headband to enslave Monkey and link them together - if she dies, he dies. Her journey has now become his. Players must make sure both Monkey and Trip work together as they skillfully navigate through the world and survive against the dangerous enemy obstacles that lie in wait. Monkey will deftly wield his trusty staff weapon to attack and defend against enemies, using a combination of melee attacks, blocks and counters. He will also be able to perform spectacular takedown moves, allowing him to rip an enemy apart piece by piece, take its weapon for his own use or destroy it in one final blow. [Namco Bandai Games]'|E'https://static.metacritic.com/images/products/games/2/349cf709ead7ec7b331cb34ece555e58-98.jpg'|E'2020-11-29 22:10:41'
403|E'Sonic CD'|E'2011-12-20'|8.2|80|E'A great platformer with so much replayability it will make your head spin. The time travel gimmick adds alot, and you can even change the future. I recommend this to any sonic fan.'|E'https://static.metacritic.com/images/products/games/7/1bfba7b7c37c24716fbfcc684ab5cf2d-98.jpg'|E'2020-11-29 22:10:41'
404|E'Yakuza 3'|E'2010-03-09'|8.3|79|E'Introducing the next cinematic chapter in the prestigious video game saga offering an authentic, gritty and often violent story set in modern day Japan. Following the events of the previous game, Kazuma and Haruka have left Kamurocho to seek a new life in Okinawa where they manage an orphanage for children. However, their peaceful life is soon interrupted when a series of events unfold pulling Kazuma back into the shadowy past he thought he had left behind. [Sega]'|E'https://static.metacritic.com/images/products/games/5/8a51c6b5bb07b1760db362b4bd8304b6-98.jpg'|E'2020-11-29 22:10:41'
405|E'Battlefield 3: Armored Kill'|E'2012-09-04'|4.3|79|E'Battlefield 3: Armored Kill ups the ante for vehicular mayhem as only Battlefield can do. Featuring new drivable tanks, ATVs, mobile artillery and more, this expansion pack also delivers huge battlefields for an all-out vehicle assault. Armored Kill also includes the biggest map in Battlefield history.'|E'https://static.metacritic.com/images/products/games/7/b0d70373cdded5f2fc4c071743f334e4-98.jpg'|E'2020-11-29 22:10:41'
406|E'Puzzle Dimension'|E'2011-06-28'|0.0|79|E'Puzzle Dimension is a 3D puzzle game.'|E'https://static.metacritic.com/images/products/games/3/4229ad53e33cdc371ca47b45f7a64408-98.jpg'|E'2020-11-29 22:10:41'
407|E'Cuboid'|E'2009-01-08'|7.6|79|E'[Playstation Network]  A 3D puzzle game in which players navigate ancient ruins and lush environments, maneuvering a rectangular block through mystical exits. Cuboids 66 twisted levels will bend your mind with their addictive puzzles, and engage the senses with amazing graphics and soothing music, immersing you in a surrealistic puzzle world. [SCEA]'|E'https://static.metacritic.com/images/products/games/4/f6d4e3e5a73aadccec4320a195abee2c-98.jpg'|E'2020-11-29 22:10:41'
